UNIT CODE,COM,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,
B021L033,PPHI,NOMA2,BALANGA,1,B,1,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Jan-2025,82%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L031,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L032,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,91%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L033,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,93%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L034,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,90%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L045,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,83%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L048,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,84%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L049,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,84%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L050,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,84%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L051,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,84%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L053,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,84%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L021,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,97%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L022,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,97%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B020L023,PPHI,NOMA2,BALANGA,1,B,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Feb-2025,97%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B018L038,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,837,106.00",0.00,"1,837,106.00",Jun-2025,97%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L030,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,837,106.00",0.00,"1,837,106.00",May-2025,97%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L032,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,837,106.00",0.00,"1,837,106.00",May-2025,95%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L042,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,89%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L045,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L046,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,86%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L051,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L053,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L055,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B019L056,PPHI,NOMA2,BALANGA,1,B,3,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",May-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B006L016,PPHI,NOMA2,BALANGA,1,A,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Aug-2024,91%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B006L050,PPHI,NOMA2,BALANGA,1,A,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Aug-2024,95%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B006L055,PPHI,NOMA2,BALANGA,1,A,2,CALISTA MID,44,40,"1,809,966.00",0.00,"1,809,966.00",Aug-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L030,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,078,199.95",0.00,"2,078,199.95",Nov-2024,79%,60%,OPEN,RSBS WITHIN THE MONTH/RSBS WITHIN 30 DAYS,RED TAG,
B036L044,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Nov-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L049,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Nov-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L051,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Nov-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L055,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Dec-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L056,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Dec-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L061,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Dec-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B038L021,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,50,40,"2,197,526.32",0.00,"2,197,526.32",Jan-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L010,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,078,199.95",0.00,"2,078,199.95",Dec-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L016,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,078,199.95",0.00,"2,078,199.95",Nov-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B023L032,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,149,855.12",0.00,"2,149,855.12",Apr-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B023L033,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,149,855.12",0.00,"2,149,855.12",Apr-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B023L034,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,149,855.12",0.00,"2,149,855.12",Apr-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L004,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L009,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L010,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L062,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L063,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L064,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L005,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Feb-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L042,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Nov-2024,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B031L012,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,47,40,"2,116,860.05",0.00,"2,116,860.05",Jul-2025,70%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L014,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L015,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L016,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L017,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L020,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L033,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L040,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L041,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L044,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L045,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L046,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L047,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L050,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L051,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B034L053,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jul-2025,92%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L014,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L015,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L016,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L017,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L020,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L021,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L022,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L023,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L026,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L030,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L031,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L034,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L035,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L038,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L039,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L046,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L047,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L052,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",May-2025,79%,60%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L057,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,85%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L058,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,85%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L059,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Jun-2025,85%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B035L027,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,3,CALISTA MID,44,40,"2,047,462.02",0,"2,047,462.02",May-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L060,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Dec-2024,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L038,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Nov-2024,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B022L052,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Mar-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B038L029,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,50,40,"2,197,526.32",0.00,"2,197,526.32",Jan-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B023L048,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Apr-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B008L001,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,867,,"46,124,698.50","4,612,478.41","41,512,220.09",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L002,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,672,,"35,750,617.87","3,575,069.77","32,175,548.10",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L003,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,684,,"36,389,062.83","3,638,910.30","32,750,152.53",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L004,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,657,,"34,952,611.67","3,495,269.11","31,457,342.56",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L005,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,621,,"33,037,376.78","3,303,747.51","29,733,629.27",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L006,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,584,,"31,068,988.15","3,106,905.87","27,962,082.28",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B008L007,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,544,,"28,941,038.28","2,894,104.10","26,046,934.18",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L002,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,583,,"30,425,041.36","3,042,508.00","27,382,533.36",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L003,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,524,,"27,345,971.66","2,734,604.11","24,611,367.55",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L004,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,502,,"26,197,896.51","2,619,792.48","23,578,104.03",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L005,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,518,,"27,032,823.90","2,703,291.85","24,329,532.05",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L006,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,539,,"28,128,791.08","2,812,884.76","25,315,906.32",Mar-2025,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B009L007,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,561,,"29,276,866.22","2,927,696.38","26,349,169.84",Mar-2025,0%,0%,OPEN,RSBS WITHIN THE MONTH,YELLOW TAG,
B022L055,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,2,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Mar-2025,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B038L030,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,50,40,"2,197,526.32",0.00,"2,197,526.32",Jan-2025,100%,80%,OPEN,RSBS WITHIN THE MONTH,RED TAG,
B009L001,PPHI,NOMA2,HERMOSA FAIRGROUNDS,1,A,,Commercial Lot,"1,531",,"79,898,388.56","7,989,845.20","71,908,543.36",Mar-2025,0%,0%,OPEN,RSBS WITHIN THE MONTH,YELLOW TAG,
B036L023,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,078,199.95",0.00,"2,078,199.95",Nov-2024,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B036L035,PPHI,NOMA2,IMPRESSIONS HERMOSA,1,A,1,CALISTA MID,44,40,"2,047,462.02",0.00,"2,047,462.02",Nov-2024,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B044L027,PPHI,SOMA2,TAYABAS,1,B,1,CALISTA MID,44,40,"1,789,537.65",0.00,"1,789,537.65",Aug-2024,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B049L056,PPHI,SOMA2,TAYABAS,1,B,3,CALISTA MID,44,40,"1,789,537.65",0.00,"1,789,537.65",Apr-2025,100%,80%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,
B003L006,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Nov-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B003L007,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Nov-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B003L009,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Nov-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B003L010,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Nov-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L004,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L013,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Jan-2027,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L024,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Nov-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L026,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Nov-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L030,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L031,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L036,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,0%,0%,OPEN,MEMO TERM,YELLOW TAG,
B004L037,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B004L038,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0,"1,909,801.34",Dec-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B004L039,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B004L040,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
B004L052,PPHI,SOMA2,SAN PABLO EAST,1,,1,CALISTA MID,44,40,"1,909,801.34",0.00,"1,909,801.34",Dec-2026,12%,12%,OPEN,MEMO TERM,YELLOW TAG,
