UNIT CODE,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,,
B001L057,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,348,461.00",,"1,348,461",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L058,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,348,461",,"1,348,461",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L059,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,348,461",,"1,348,461",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L060,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,348,461",,"1,348,461",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L061,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,348,461.00",,"1,348,461.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L062,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,348,461.00",,"1,348,461.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L063,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,389,411.00",,"1,389,411.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B001L064,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,45,30,"1,389,411.00",,"1,389,411.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B003L032,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B003L033,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B004L020,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B004L021,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B004L022,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B004L027,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B004L028,SOMA3,SIGHTS BATANGAS,1,,1,ALORA MID,41,30,"1,302,428.00",,"1,302,428",Jan-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L021,SOMA3,IMPRESSIONS BATULAO,1,A,3,CALISTA END,182,40,"6,440,026",0,"6,440,026",Jan-2027,3%,REOPEN,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B012L003,SOMA3,EDITIONS BATULAO VOL. 1,2,-,2,CORIN,145,120,"9,850,334.00","985,043.00","8,865,291.00",Jun-2026,60%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,,,
B031L029,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",0.00,"2,075,932.00",Aug-2026,0%,REOPEN,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B024L019,SOMA3,"STO. TOMAS, BATANGAS",1,A,4,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Jul-2027,0%,REOPEN,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B009L026,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L032,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L041,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B009L043,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Apr-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L007,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L016,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L019,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L020,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L026,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L027,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L028,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L029,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L030,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L031,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L032,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L033,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375.00",,"2,529,375.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L036,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,52,40,"2,529,375",,"2,529,375",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L038,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,51,40,"2,505,201.00",,"2,505,201",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L039,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,51,40,"2,505,201.00",,"2,505,201.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B047L042,SOMA3,"STO. TOMAS, BATANGAS",1,B,1,CALISTA MID,51,40,"2,505,201.00",,"2,505,201.00",Jan-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B032L004,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND,123,54,"6,657,714.00","665,777","5,991,938.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B032L005,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND,189,54,"8,888,651.00","888,873.00","7,999,778.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B033L014,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND,147,54,"7,286,765.00","728,685","6,558,079.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B033L015,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND,186,54,"8,572,967.00","857,300.00","7,715,667.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B038L005,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND CORNER,144,54,"7,309,849","730,987","6,578,862",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B038L010,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND CORNER,145,54,"7,342,829.00","734,285","6,608,544.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B040L001,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND,158,54,"7,611,342.00","761,137","6,850,205.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B040L002,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND CORNER,177,54,"8,398,075.00","839,815","7,558,260.00",Nov-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B041L011,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND CORNER,175,54,"8,578,503.00","857,850","7,720,652.00",Dec-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L001,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY CORNER,230,0,"6,026,085.00","602,613","5,423,472.00",May-2027,0%,OPEN not convertible to shelly,MEMO TERMS,YELLOW TAG,,,
B013L004,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,141,0,"3,694,193.00","369,428","3,324,765.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L006,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,125,0,"3,275,031.00","327,507","2,947,524.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L011,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,104,0,"2,724,800.00","272,486","2,452,314.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L013,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,157,0,"4,113,454.00","411,349.00","3,702,105.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L014,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,197,0,"5,161,508.00","516,151","4,645,357.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L015,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,119,0,"3,117,808.00","311,787.00","2,806,021.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L016,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,137,0,"3,589,377.00","358,948","3,230,429.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L019,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,101,0,"2,646,239.00","264,626.00","2,381,613.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L020,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,152,0,"4,102,555.00","410,256","3,692,299.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L025,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,251,0,"6,576,316.00","657,634.00","5,918,682.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L026,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,188,0,"4,925,623.00","492,570.00","4,433,053.00",May-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L030,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586.00","2,570,183.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L031,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586.00","2,570,183.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L032,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,128,0,"3,353,593.00","335,367","3,018,226.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L033,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586","2,570,183.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L034,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586","2,570,183",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L035,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,124,0,"3,248,777.00","324,887","2,923,890",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L037,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,125,0,"3,275,031.00","327,507","2,947,524.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L038,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,121,0,"3,170,216.00","317,027","2,853,189",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L039,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,111,0,"2,908,177.00","290,826","2,617,351.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L040,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,114,0,"2,986,839.00","298,686","2,688,153.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L041,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,119,0,"3,117,808.00","311,787","2,806,021.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L042,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,117,0,"3,065,400.00","306,546","2,758,854.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L043,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,111,0,"2,908,177.00","290,826","2,617,351.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L044,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,110,0,"2,882,023.00","288,206","2,593,817.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L045,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,111,0,"2,908,177.00","290,826","2,617,351.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L046,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,112,0,"2,934,431.00","293,446","2,640,985.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L047,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,123,0,"3,222,623.00","322,267.00","2,900,356.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L048,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,138,0,"3,615,631.00","361,568.00","3,254,063.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L049,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,143,0,"3,746,600.00","374,668.00","3,371,932.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L050,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,146,0,"3,825,262.00","382,528.00","3,442,734.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L051,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,150,0,"3,930,077.00","393,008.00","3,537,069.00",Jun-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L004,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,105,0,"2,751,054.00","275,106.00","2,475,948.00",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L006,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,105,0,"2,751,054.00","275,106.00","2,475,948.00",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L010,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L012,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L013,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,115,0,"3,012,993.00","301,306.00","2,711,687.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L014,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586.00","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L015,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,120,0,"3,144,062.00","314,407.00","2,829,655.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L016,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586.00","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L017,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586.00","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L018,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769.00","285,586","2,570,183",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L019,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769","285,586.00","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L021,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769","285,586","2,570,183.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L022,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,115,0,"3,012,993.00","301,306","2,711,687.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L023,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,111,0,"2,908,177.00","290,826","2,617,351",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L024,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,244,0,"6,392,839.00","639,293","5,753,546.00",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L025,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,167,0,"4,375,393","437,549","3,937,844",Apr-2027,0%,OPEN not convertible to shelly,MEMO TERMS,YELLOW TAG,,,
B015L026,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769","285,586","2,570,183",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L028,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769","285,586","2,570,183",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L029,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,109,0,"2,855,769","285,586.00","2,570,183",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L030,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,127,0,"3,327,439","332,747","2,994,692",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L031,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,120,0,"3,144,062","314,407","2,829,655",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L032,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,120,0,"3,144,062","314,407","2,829,655",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B015L033,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,172,0,"4,506,462","450,649","4,055,813",Apr-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L003,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,150,0,"3,930,077","393,008","3,537,069",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L004,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,142,0,"3,944,740","394,483.00","3,550,257",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L007,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,183,0,"5,083,807","508,383.00","4,575,424",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L012,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,116,0,"3,039,246","303,926","2,735,320",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L015,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,106,0,"2,777,208","277,726","2,499,482",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L016,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,121,0,"3,170,216","317,027","2,853,189",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B028L017,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,230,0,"6,026,085","602,613","5,423,472",Mar-2027,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L003,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L004,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L005,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L006,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L009,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585",,"1,609,585",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L011,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L012,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L013,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L014,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L018,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L019,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L020,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L021,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L023,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L026,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L028,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L029,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B005L030,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Feb-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L009,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585",,"1,609,585",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L012,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L013,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428",,"1,302,428",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L018,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585",,"1,609,585",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L019,SOMA3,SIGHTS BATANGAS,1,,2,ALORA END,56,30,"1,609,585.00",,"1,609,585.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L020,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L021,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B006L022,SOMA3,SIGHTS BATANGAS,1,,2,ALORA MID,41,30,"1,302,428.00",,"1,302,428.00",Mar-2028,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
