UNIT CODE,GEO,PROJECT,PHASE,SUB PHASE,BATCH,UNIT TYPE,LOT AREA,FLOOR AREA,TCP,VAT,TCP w/o VAT,ESTIMATED TURNOVER DATE,S HOUSECON,SU & INVENTORY,APPLICABLE TERM,HOUSE CON TAG,,,
B011L019,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L020,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L021,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L022,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,138,40,"5,473,986.00",,"5,473,986",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L023,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,145,40,"5,668,541.00",,"5,668,541.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L024,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L025,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L026,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L027,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L028,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L029,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L030,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L031,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L032,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L033,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L034,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L035,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L036,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L037,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L038,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L039,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L040,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L041,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631",,"2,952,631",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L042,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L043,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B011L044,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,123,40,"5,057,140.00",,"5,057,140.00",Jul-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L001,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,135,40,"5,818,052.00",,"5,818,052.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L002,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,188,845.00",,"3,188,845.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L006,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,188,845.00",,"3,188,845",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L007,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,188,845.00",,"3,188,845.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L009,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,969,249",,"3,969,249",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L013,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L015,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L016,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L018,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,132,40,"5,307,268.00",,"5,307,268.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L019,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,112,40,"4,751,339.00",,"4,751,339",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L020,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L021,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L022,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L023,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L024,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L025,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L026,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L027,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L029,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,69,40,"3,508,390.00",,"3,508,390.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L030,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L031,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L032,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L033,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L034,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,84,40,"3,925,336",,"3,925,336.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L035,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L036,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L037,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631",,"2,952,631.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B012L038,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,135,40,"5,390,677",,"5,390,677.00",Aug-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L001,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"4,061,124",,"4,061,124.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L002,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379.00",,"3,026,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L003,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379",,"3,026,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L004,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379",,"3,026,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L006,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,119,40,"5,068,379",,"5,068,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L007,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,126,40,"5,140,449.00",,"5,140,449.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B013L009,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L003,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,262,593.00",,"3,262,593.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L004,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,82,40,"4,276,096.00",,"4,276,096.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L005,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,88,40,"4,460,428.00",,"4,460,428.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L007,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,262,593.00",,"3,262,593",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L008,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,262,593.00",,"3,262,593",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L009,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,262,593.00",,"3,262,593",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L010,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379.00",,"3,026,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L011,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379.00",,"3,026,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L012,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379.00",,"3,026,379.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L013,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"3,026,379.00",,"3,026,379",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L014,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,105,40,"4,669,462.00",,"4,669,462",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L015,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END CORNER,127,40,"5,168,286.00",,"5,168,286",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L017,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L018,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L019,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L020,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L021,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B014L023,SOMA3,IMPRESSIONS BATULAO EXP,3,,3,CALISTA END,75,40,"3,675,209.00",,"3,675,209.00",Sep-2029,0%,OPEN,MEMO TERMS,YELLOW TAG,,,
B004L008,SOMA3,EDITIONS BATULAO VOL.1,2,-,1,CORIN,175,120,"10,494,151.00","1,049,416.00","9,444,735.00",Mar-2026,60%,REOPEN,RSBS WITHIN THE MONTH,RED TAG,,,
B014L019,SOMA3,EDITIONS BATULAO VOL.1,2,-,2,CORIN,145,120,"9,615,494.00","961,553.00","8,653,941.00",Mar-2027,0%,REOPEN,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B026L003,SOMA3,BATULAO,2,B,5,BRENNA REGULAR,105,45,"5,083,826","508,385","4,575,441",May-2027,80%,CANCELLED,RSBS WITHIN THE MONTH,RED TAG,,,
B026L020,SOMA3,BATULAO,2,B,5,BRENNA REGULAR,93,45,"4,922,523.00","492,260","4,430,263.00",Mar-2027,59%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B012L008,SOMA3,EDITIONS BATULAO VOL.1,2,-,2,CHRISTIE CORNER,286,90,"12,163,228.00","1,216,332","10,946,896.00",Mar-2027,60%,CANCELLED,RSBS WITHIN THE MONTH,RED TAG,,,
B013L001,SOMA3,EDITIONS BATULAO VOL.1,2,-,2,CORIN,150,120,"10,403,165.00","1,040,321.00","9,362,843.00",Aug-2026,30%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B004L003,SOMA3,IMPRESSIONS BATULAO,2,A,4,CALISTA MID,59,40,"3,100,678.00",0.00,"3,100,678.00",Mar-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B031L048,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",0.00,"2,075,932.00",Aug-2026,12%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B032L002,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"1,913,342.00",0.00,"1,913,342.00",Sep-2026,12%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B009L001,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B3,CHARLES,175,70,"8,134,900.00","813,493","7,321,408.00",Dec-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L026,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B3,CHARLES,192,70,"8,641,001.00","864,107","7,776,894.00",Dec-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B007L007,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B3,CHARLES CORNER,151,70,"7,566,564.00","756,660.00","6,809,904.00",Feb-2029,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B026L073,SOMA3,"STO. TOMAS, BATANGAS",1,A,2,CALISTA MID,50,40,"2,506,132.00",0.00,"2,506,132.00",Dec-2026,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B007L002,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Dec-2028,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B007L011,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Dec-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B007L025,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA END CORNER,134,40,"5,362,840.00",,"5,362,840.00",Dec-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L027,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Dec-2028,0%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B010L002,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",,"2,952,631.00",Jun-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B004L020,SOMA3,BATULAO,2,A,3,CALISTA END,112,40,"4,845,456.76","484,548.94","4,360,908.00",Aug-2027,80%,CANCELLED,RSBS WITHIN THE MONTH,RED TAG,,,
B010L010,SOMA3,BATULAO,2,A,2,CALISTA END,88,40,"4,320,016.58","432,001.78","3,888,015.00",May-2025,80%,CANCELLED,RSBS WITHIN THE MONTH,RED TAG,,,
B010L029,SOMA3,BATULAO,2,A,2,CALISTA END,86,40,"3,732,881.41",-,"3,732,881.00",Jan-2025,59%,CANCELLED,RSBS WITHIN THE MONTH,YELLOW TAG,,,
B017L036,SOMA3,LIPA COVE,4,A,3,AMANI MID,40,36,"1,961,133.00",-,"1,961,133.00",Feb-2026,17%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B019L019,SOMA3,LIPA COVE,4,A,3,AMANI MID,52,36,"2,158,211.00",-,"2,158,211.00",Mar-2026,80%,FALLOUT,MEMO TERMS,RED TAG,,,
B023L009,SOMA3,EDITIONS BATULAO VOL.2W,1,,B1,CORIN,159,120,"10,051,338.98","1,005,143.46","9,046,196.00",Sep-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B029L003,SOMA3,LIPA COVE,4,B,2,AMANI MID,41,36,"1,979,380.00",-,"1,979,380.00",Dec-2026,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B031L031,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",-,"2,075,932",Aug-2026,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B031L032,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",-,"2,075,932.00",Aug-2026,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B031L044,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"2,075,932.00",-,"2,075,932",Aug-2026,12%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B034L004,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"1,913,342.00",-,"1,913,342",Oct-2026,12%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B034L010,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"1,913,342.00",-,"1,913,342",Oct-2026,12%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B034L011,SOMA3,LIPA COVE,4,B,1,AMANI MID,40,36,"1,913,342.00",-,"1,913,342",Oct-2026,12%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B010L022,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B3,CHARLES,173,70,"8,317,634.64","831,764","7,485,870",Nov-2028,20%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B004L001,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B4,CHRISTIE CORNER,183,90,"9,396,684.67","939,673","8,457,011.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B005L001,SOMA3,EDITIONS BATULAO VOL.2W,1,-,B4,CHARLES,133,70,"6,815,537.74","681,561.19","6,133,977.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B007L043,SOMA3,IMPRESSIONS BATULAO EXP,3,,1,CALISTA MID,50,40,"2,952,631.00",,"2,952,631",Nov-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B024L055,SOMA3,"STO. TOMAS, BATANGAS",1,A,4,CALISTA MID,50,40,"2,506,132.00",,"2,506,132",Jun-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B024L056,SOMA3,"STO. TOMAS, BATANGAS",1,A,4,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Jun-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B023L045,SOMA3,"STO. TOMAS, BATANGAS",1,A,5,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Aug-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B023L054,SOMA3,"STO. TOMAS, BATANGAS",1,A,5,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Aug-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B023L055,SOMA3,"STO. TOMAS, BATANGAS",1,A,5,CALISTA MID,50,40,"2,506,132.00",,"2,506,132.00",Aug-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B042L003,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,1,LOT ONLY,109,,"2,855,769.00","285,586.01","2,570,183.00",Feb-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B013L010,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,101,0,"2,646,239.00","264,626","2,381,613.00",May-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B013L018,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,100,0,"2,619,985.00","262,005.52","2,357,979.00",May-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B013L022,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,123,0,"3,222,623.00","322,267","2,900,356",May-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B013L023,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,106,0,"2,777,208.00","277,725.85","2,499,482.00",May-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B028L013,SOMA3,EDITIONS BATULAO VOL.2 EAST,1,,2,LOT ONLY,100,0,"2,619,985.00","262,005.52","2,357,979",Mar-2027,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B032L001,SOMA3,EDITIONS BATULAO VOL.2 EAST,3,,1,CARTLAND CORNER,292,54,"12,130,203.66","1,213,029","10,917,175.00",Nov-2028,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L015,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L016,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L017,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B008L019,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L010,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",May-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L025,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA END CORNER,112,40,"4,751,339.00",-,"4,751,339.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L027,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L028,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L029,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
B009L031,SOMA3,IMPRESSIONS BATULAO EXP,3,,2,CALISTA MID,50,40,"2,952,631.00",-,"2,952,631.00",Apr-2029,0%,FALLOUT,MEMO TERMS,YELLOW TAG,,,
